Index_No,Date,Review,Rating (0 - 5)
244,2023-07-05,"it is still a good app, yes. but i was hoping you should fix the algorithm thing. i felt helpless and low self-esteem whenever my arts and other works weren't noticed enough by my fellow artists and non-artists. i beg and please and thank you ^^ Edit: Please fix the downloading photos when uploading the photos. I turned it off, yet it still automatically saves on my gallery.",2
245,2023-07-08,"IG was already getting worse when they moved away from a chronological presentation in favor of algorithmic methods for deciding which posts to show first. But now I can't even get the app to start. Cache clearing, uninstalls, phone restarts -- nothing helps. As a rule, it seems the longer a social media system exists the more frustrating and useless it gets.",1
246,2023-07-11,"The app is full of bugs it's tiring, themes not showing, one account has the latest updates but the second has none, the ""last seen"" icons for every profile in a gc lags and shows them seeing a text but when I refresh it shows that they didn't actually see it and more, please fix all of these bugs instead of adding useless updates. Also please bring back the ""send"" button under comments and replies, it was really helpful",1
247,2023-07-10,"Hey Instagram, how about you stick with one layout and stop changing it back and forth. Before when I saved a reel, i had to manually go to my saved, go to saved reels, and put them each individually in a folder. The last update gave me the option to save the reel to a specific folder, saving me the hassle to go in manually. And now we're back to where we started. The last update was fine. Maybe I'll bring up the rating if y'all stick with the last one.",4
248,2023-05-31,"This app has been falling downstairs for a while now, you used to be able to use the story function so easy but now they've overcomplicated it with menus to disagree posting it to Facebook and things, and the lyrics with the music feature has been bugged for ages with no fix. I want to see improvements. update: they seem to have fixed the lyrics issue, but they have decided to remove the notes thing, we'll see what happens",2
249,2023-07-04,"App keeps stopping, slow to load, won't complete the editing or posting of reels, ridiculously keeps changing from dark mode back to light where you can't see any words or icon buttons. New and improved doesn't mean that at all. I have uninstalled this app so many times. I wouldn't even have it except for seeing friends.",2
250,2023-07-09,"Used to love this app, but some of the recent changes/glitches have me frustrated. I can't even open it without it glitching and shutting down. Before that glitch that kept me from using it, commenting on posts was annoying (your comment now types out in a single line you have to scroll across to read instead of a paragraph you can easily read), entire comment sections and pages wouldn't load (white screen, even with perfect wifi or data reception), and reels started glitching...too much to list",2
251,2023-07-09,"It doesn't even give me features that my friends have received months ago!!!! I can't change the theme, I can't put music to my notes, I can't do the basic stuffs that's easily available to other people!! I tried uninstalling and reinstalling this 100 times maybe not to mention about joining and then leaving the beta and then rejoining God knows maybe for how many times.. this app was never bad suddenly what happened???",1
252,2023-07-09,"When it works, it's great. But currently there's a glitch that makes the app actually unusable. I will open the app and then it will suddenly just close. It will only function if I open a chat through a notification, but backing out of said chat closes the app. It was working perfectly fine yesterday, and now it's not.",2
253,2023-06-09,"Inconsistent, unconvenient algorithm. It changes EVERYTIME there's an update. First it was focusing on hastags, and then reels, and then caption, and then pictures and then reels again??? This is very inconvinient and harmful for new users or small artists to gain audience. It's like instagram is trying to be twitter, tiktok and facebook all at the same time. Not only that they also keep playing around with the save, add and send button. Disappointed.",1
254,2023-05-04,This recent update made all of the medias I sent to my friend through DM disappeared. And it's not like I deleted all of them. I sometimes send media (reels / photos) to my friend so I can view it faster than going through saved. But now why did all of them disappear led without a trace? Please fix it. Now it's getting annoying to scroll all the way up to find the media I sent. This update is causing more problems than good.,2
255,2023-07-11,"I have been using it for the last 1 year, my only problem has not been fixed yet, while I have repeatedly complained about this, the system of my camera is automatically getting longer. I have done this complaint repeatedly but there is no result or response. For the last 1 year I have been trying that if I get well then I can make reel or get my photo taken but this time I am not able to make reel anything because of the camera . my request to you guys that please fix my Instagram camera .",2
256,2023-07-23,"It'd be nice if dark mode worked consistently, rather than suddenly ending up with white splotches and invisible text when accidentally taking a wrong turn in the app. The website has also never worked well, and it's a pain to do the dance of transferring files to my phone to upload if I made them somewhere else",1
257,2023-07-26,"Been a year the reels are there and even after updating, I'm not getting all the options. Kinda sucks. Plus Sometimes it simply doesn't upload my stories or posts and I have to uninstall and reinstall to do it. Edit: got my reels option after like two years of people using it and now when I share video posts on my story, they don't play in the story? Weird.",3
258,2023-07-19,Home feed is filled with unnecessary overwhelming random reels and posts from pages and influencers whom I don't even follow. Rarely can see my friends' posts. Instagram has lost it's original charm by trying to copy tiktok. Why not make another app copying tiktok if you guys are so insecure and desperate. Insta was solely for pictures and short clips. Now all I see are ads. Just like Facebook.,1
259,2023-07-09,"My recent messages are not showing up. I tried refreshing the page but my messages still don't show up. I have already uninstalled the app and logged in and restarted my phone. There is also a glitch where the theme of a conversation disappears and goes back to the default theme. Even if I somehow managed to get into a conversation, I still can't see what my friends sent. I can see that they are typing but I can't see their messages. All of this stuff has happened before too-not the 1st time.",1
260,2023-05-11,"A very glitchy mess when you want to do anything related to posting. One such bug resulted in me needing to completely uninstall the app. All of these bugs have been around for years, yet all they do is UI changes, which actually make the experience more annoying, adding more menus and button inputs in order to reach the same thing.",2
261,2023-07-09,"Interface during calls is often not responding. There a speaker icon during calls that doesn't do anything. It doesn't change its shape when pressed so I don't even know if I pressed it. Also during a call, as I exit Instagram and start browsing on the phone, the phone continously uses the proximity sensor to check to darken the screen even when I have the other person on speakerphone. FIX INSTAGRAM CALLS!",3
262,2023-07-11,"Screen turns white while still being on ""dark mode"". Plus I can't change the themes of chats. Super buggy all around and even on wifi it's hard to see posts. At one point I had a message notification for a chat that wouldn't go away even after I checked everything in that chat, so I ended up having to delete the chat entirely to make the notification go away. Plus it will occasionally send posts to people I don't want it to because it will tap names through the send bar when sending posts.",1
263,2023-06-14,"The app itself is good, but the only issue that i have is that whenever i try to send a video to my friends, it stays undelivered even though i have a perfectly fine connection. I have been uninstalling and installing it again and again, but nothing seems to work. I have also tried to restart my phone it's still the same. I hope you can fix this bug. Thanks!",3
264,2023-06-09,"The app has been working very poorly lately. It keeps crashing all the time. This has limited my daily access to instagram. I have tried everything I could - restarting my phone, clearing app cache and data, reinstalling, leaving the beta programme and what not, but the problem continues to persist. I have reported the issue as well but no action seems to have been taken so far. For me, the user experience has definitely degraded.",2
265,2023-07-08,"The more the app goes on update, the more worst it is becomingððð. App is not working, again and again this warning is coming since morning. After reinstalling it worked once only then again same problem came. I am also unable to add a story more than of 30 seconds, even though it shows that the option is now available. Also, I am unable to open any recorded video in view once or allow replay option as it does not get open. Please remove all these hurdles and problems soonðð»",1
266,2023-07-09,"- Entire app often inverts colours or displays white where it should be black and vice versa, making text impossible to read. - Themes don't work and just disappear constantly. - Notes dont work for many people. - The music search is a disaster and always tries to hide the song you want. - You can't share music from spotify to notes. - You aren't able to send photos in conversations anymore. - Downloaded photos are always blurry. - Posts often show the wrong number of photos",1
267,2023-07-11,"Cannot get into my profile for last 2 days on any device. I get a quck message couldn't refresh feed, then a screen asking to verify phone numbers. I click next to get a code text to me and get a message to try again after a few minutes. I have never got a text even though I keep trying. I closed and opened multiple times. Uninstalled and installed multiple times, cleared cache. Nothing is working. Please help fix!",1
268,2023-07-17,"Prioritises reels now. We didn't need this- there are already video sharing apps. But now Instagram barely shows photos. This has absolutely killed my business as a small business owner and artist. I don't want to make reels cause I take good photos. I want a good photosharing app, and Instagram is not the one. It used to be great. Now just ads and glitches and prioritising videos over photos. Please change it back!",1
269,2023-07-09,"So many glitching errors. 1. Videos sent through dms won't play. Sometimes it only displays the last picture that was sent 2. Dm themes go away regularly. It doesn't even go to the set default, it goes to a blank slate 3. The option to erase messages once they're seen sometimes turns on, on its own 4. Cannot add videos from your gallery to stories. It just doesn't play",2
270,2023-07-14,I would love it if features were consistent and I didn't lose great features every month and gain random new ones no one asked for. also themes don't work anymore and revert to default colors after a few minutes. this is my most used app but I hate how inconsistent the quality is and every month there's another major issue that makes the app a headache to use.,1
271,2023-05-20,"Have lost access to reels. Reinstalled a few times, the reels button is visible only the first time I'm in the app. When i touch it, it goes on to a blank screen, doesn't show anything. Once i close the app and reopen, the reels button is replaced with the likes / heart button. I'm only able to access the reels in my feed, and even there i cant scroll to see the next one. No idea what's going on. Update: still reel-less... Down to 1 star from 2",1
272,2023-05-07,"I really do love this app, and use it a lot. But recently it's been malfunctioning a lot and (i have 3 accounts) and only one of them (the one I use the least) updates the rest don't. I don't have the note update on my 'main' account and in the second one I do but it doesn't have the music feature. Also I almost never receive notifications from when I have messages, for everything else yes but messages rarely. Very disappointing.",3
273,2023-07-18,"Great app, great fun to use. But for some reason I just can't share people's posts to my story. Like if there's a gig announcement other people can share the post, but I'm not able to, and I don't have any idea why. I always check if it's updated, but still can't share posts, it just keeps loading, for hours, with no post. But if I download the same video and put it on my story, it takes like 5 seconds to post. I don't understand what the issue is.",4
274,2023-07-14,"I use this app to upload photos and videos. In the future, I wish I could scroll and see the old memories. I hope this app serves my purpose well. I minus 2 stars because I often encounter the problem: cannot upload photos or videos. Recently, I could not upload videos. I had been trying to fix but failed. The only thing I could do was wait. During this time, I was trying uploading the videos everyday. Luckily today the upload work! This took around 7 -days attempt!",3
275,2023-07-16,"The reels video quality is just awful, honestly. Like it keeps lagging even though the wifi connection is good. Bro, like, ngl, if you decided to add videos like tiktoks at least make it better or at least, as good as tiktok. I don't even know how to pause when i first started and the audio quality is always just sucks. This feels like it was programmed by a 15 year old that started coding but for a professional company, that's just embarrassing bro",1
276,2023-07-04,"After posting a picture with instagram music in story, after a few weeks when I watch back, the music got unplayable, and there's no way of fixing it or add back an Instagram music manually. I hope your professional engineers can fix this small bug cause it's been frustrating to many. How come this audio has become ""currently unavailable"" while it's still playable a few days before? Bug reports never been reviewed cause the bug still persists from the last few updates till today.",2
277,2023-07-07,"A good app but what I don't like is that my BTS chat background theme is gone starting today. But it makes sense, it's been unavailable for like 2 years and it's surprising it stayed on even after it was no longer available. But that started a problem. I changed the theme to another one cuz the default looks plain. And every time I get out of Instagram and go back in, the theme is gone and it resetted back to default. Its a glitch of some sort and it wont let me have a theme. Please fix this. ð«¤",2
278,2023-06-07,"This app is pretty great for a social media kind of app! It's rarely toxic and it's all about photos and short reels. (videos) Though lately I've been unable to log into my account and I don't know why. All it tells me is that an unexpected error has occurred. I'm trying to fix this by reinstalling the app right now, and I'll update later if I can log in. Thanks and cheers!",4
279,2023-07-13,"Main problem currently is that the app crashes every time I try to open it to the home screen or chats. Since it's started I've been able to access it after clearing cache, but if I close it out it will crash the next time I try to open it unless I clear the cache again. It will open when I click on ""View activity"" and open it that way: from there I can fully access the app. However the usual opening of the app just crashes it",4
280,2023-07-09,"This app has been working well since I got it. However, lately, the theme would change from the dark theme to the light theme for no reason. That stopped, but now the issue is that the app keeps closing out for no reason. It's been like this for nearly a whole day, which doesn't sound like a long time, but it feels like a long time because I use the app to message friends whose numbers I don't have. Please fix this issue. I've tried uninstalling and reinstalling as well, to no avail.",3
281,2023-05-02,Too much ads lately but I gotta say that's how they make their money. But I love the app. Good connection with friends. But there is also security problems I got hacked twice and couldn't retrieve my original account. New accounts had to be made. There is also too many fake accounts and they keep spamming with messages containing software viruses.,4
282,2023-07-08,"In the last couple of months my experience with the app has been getting worse, especially with this ridiculous new hashtag filtering system (which makes it harder for a bunch lf artists to reach out to people). Aside from that theres been a ton a glitches, i had to reinstall it a thousand times and it logged me out randomly from all of my devices. Please fix these issues asap",1
283,2023-05-15,"One of the latest updates has changed the way timestamps display for Instagram posts. Instead of saying what date it was posted, it now says ""x weeks ago"". If there was an option to choose between the two I wouldn't mind, but there doesn't seem to be. It's slightly frustrating as my mind can't work out how long ago it is without using a date calculator. If this could be amended it would be great.",4
284,2023-07-17,"Very bad experience because my instagram account didn't show reels option i sent feedback more than twice but the issue hasn't been resolved yet. I also tried reporting the problem through the app many times but the problem isn't getting updated i tried logging in using different device i can't find any difference , reinstalling the app, clearing the storage and cache, restart the phone ect but nothing helped. There is no response from the team either",1
285,2023-07-14,"Ok, so Instagram is an average app with multiple entertainment features. I would like to give a little feedback- as we post story, can there be an option how much time somebody is spending on your stories to get more satisfying engagement, which will also provide with a better algorithm and audience. Other than this, I don't think I am facing any issues.. currently.. Thankyou :)",3
286,2023-05-03,"2 things... 1. Up until now I have sent multiple photos and videos in one shot and view them without difficulty, and now I can't click on them and it causes me to accidentally like the message when I don't want to, and I can't un-like it like I used to. 2. Why are the dates of when people put their posts up not showing up anymore? It's counting by weeks (i.e., 195 weeks ago)?! Please change it back!!!!! Was there an update I didn't know about? What is going on?!?! Please fix these issues!!!!!",2
287,2023-07-11,"Was great until I moved my photos onto an internal SD card, and now I can't see the photos in gallery in chronological order on the instragram app. Please can you develop a way to post multiple/ carousel photos from selecting the 'other' option when posting to Instagram?? Otherwise it's very frustrating to find which photos to post as they are all out of order!",2
288,2023-05-31,"I hope this letter finds you well. I am writing to report an issue that I have been facing after a recent update on the Instagram app. Since the update, I have not been able to use the Instagram notes feature. Whenever I try to access it, the app crashes or freezes. I have tried restarting my phone and reinstalling the app, but the issue persists.",3
289,2023-07-15,"For quite some time now. Every video on this app stutters alot, its almost unwatchable. Audio plays normally but video is really choppy. I've tried reinstalling the app, resetting the phone. And even updating (as it has been months, this app updated atleast 2-3 times along with Android updates). Please fix this asap, it's getting really annoying now.",1
290,2023-06-28,"Ok so. Instagram has turned into a buggy mess. It's now showing me disappearing images from 15 weeks ago that I have already seen, now I can't even open them to get rid of them. Sometimes it randomly turns into light mode and I have to close it and open again. Sometimes it simply doesn't either let me send images or open them, so I have to keep uninstalling all the time. There's so much more I could write about but the 500 character limit here prevents me from doing that.",1
291,2023-07-07,"As soon as I open the app, it shows be a blank screen and I exit automatically. I am only able to use it when I click on some message notification and as soon as I go back, I exit again! Absolute worse it has become. It seems like I cannot choose what I want to watch, the app's algorithm has taken the responsibility to decide what I should watch and what not.",1
292,2023-07-18,"It's crazy to me how a photo-sharing app like IG has so many problems, so many bugs, yet it remains to be unfixed. You're too focused on threads or Facebook instead of just keeping the app the way that it was with chronological order & with things functioning properly. The current issue I am having now is after selecting multiple videos to create a reel, hitting the next button freezes it & then the app crashes. For the Love of our sanity fix the app already.",1
293,2023-07-12,"Since Threads has launched, all of my Instagram messages have disappeared. I get notifications and a preview of what was written to me, but when I got to the messages tab the page is blank. I tried uninstalling and reinstalling the app but it's still not working. My messages are still accessible by logging into Instagram via the desktop.",1
294,2023-06-09,"Multiple bugs recently. I always save the photos I post to my camera roll, but recently, when they save to my phone the picture edit moves. The ones saved to my phone now have black lines down the edge and heads cropped off, I used to print these photos to put it frames at home, but I can't now and there isn't another way to save them! If anyone knows how to fix it would be appreciated. It's done it with all my once in a lifetime Disney photos :(",2
295,2023-07-11,"These days I am not able to post a reel, I try 10 times but it won't go live sometimes there's an issue with the music, sometimes video etc. The user experience is not good at all. Every other day there's an issue I am so pissed by Instagram. Please improve it else people will shift to other platforms.",1
296,2023-07-21,"This app is mocking me: it shows a new post for a second and immediately hides it with the message ""You're all caught up"". So if I really want to check a new post from my friends, I need to go to their profile and open the latest one. Great user experience! And of course mixed old posts in my timeline doesn't make any sense.",1
297,2023-05-19,"It has been a pleasure to share the issues I face while using insta, And I'm thankful to it. As there are new updates, Insta is really getting harder to operate, And there are even times when the app doesn't opens on trying each way possible. The experience is very fine but the updates make it difficult to use. The changes are made very often which is irritating at times. Apart from that, The app is very fine.",3
298,2023-07-07,"Worst app, not keeping end users in mind. It tries to manipulate users by changing placement of buttons and not giving users an option to disable notifications (threads and broadcast channels). They force you to checkout notifications of broadcast channels. If I'm interested, I will go and checkout a user's profile but please STOP showing notifications for everything. Not very user friendly.",1
299,2023-05-10,"It seems like there are so many bugs that are related to the OS. I'm not sure though, but insta users in my circle including me, have the same prbs: some messages don't show as soon as a user receives them. If I open a link from insta and close it everything gets messed up (the theme for exemple). Some users are able to use the reply to message feature but others don't (I can't). I think there is also emojis other than the heart, that can be used in other OS (I can't). My OS is Android. Thank u",3
300,2023-07-09,"IG has always been pretty damn alright for me but recently its been bugging on my phone, randomly crashing and then failing to load up again. Ive tried restarting my phone, clearning app cache and reinstalling the app entirely but it still continued to crash and fail to load. Not quite sure what to try anymore but hopefully this is a bug that gets patched easy.",2
301,2023-07-19,"I love using the Instagram app to share photos and videos with my friends and followers. It's so easy to snap a picture, add some filters and a caption, and post it for everyone to see. I also enjoy following other users and seeing their content, which gives me inspiration for my own posts. The app has so many features that make it fun to use, like stickers, stories, and reels.",5
302,2023-05-24,"Brutal experience, huge time waster, not once can I go a day using the app without experiencing a multitude of issues when trying to post 1 gram. Photos become wonky, edits don't save, and neither do drafts! What a great deal of bugs. I regularly have to ""force stop"" numerous times. It's so frustrating after years of never-ending bugs. I plan to kick this weird habit and delete this app.",2
303,2023-07-16,"the app keeps on getting worse lately. there's been so many changes that are really just there to suppress smaller creators. the ""recent"" option for sorting through everything has been removed entirely and if you add too many hashtags you're likely to get marked as spam. not at all appreciated as a small artist trying to get my stuff out there. if anyone is looking for an alternative, i recommend tumblr!! it's way better for sharing content and it's not as reliant on trends and luck. have fun <3",1
304,2023-07-21,"So glitchy. It's honestly almost impossible to create content. Especially when it comes to reels. It glitches, it shuts down, it freezes, it lags, the apps shuts down and you lose your progress. 95% of my time spent creating content is time working around this apps dozens of glitches. Please fix.",1
305,2023-07-12,"After the last 2 updates I no longer have the icon to play reels nowhere on the home (or any other) screen. If I open a reel from the feed I don't have the scroll option, so in general I have no access to the reels section. This is the reason I open the app in general and now it's gone.",1
306,2023-07-09,"I have two accounts on Instagram. One is private, and one is public. I can shift from private to public easily, except when I open my public account, the application crashes when the homescreen appears. Therefore, I try to check my activity from outside the app by clicking ""view activity"" when I hold the app from my phone's homescreen and then reach my profile page and then I can switch to my private account. Otherwise, It simply crashes. Help. I don't even use the beta version.",2
307,2023-06-13,"good app that works well most of the time. sometimes however it crashes when opened, and one of my highlights does not want to open for me to see or edit, but will allow other people to view it. additionally, since this last update, my app refuses to stay in dark mode and keeps switching back to light mode, practically blinding me in the process.",4
308,2023-06-21,"I've lately been experiencing some very, extremely, annoying bugs. I updated the app and it still has trouble loading. E.g.: sending messages, loading reels, loading stories, etc. It would also sometimes get out of dark mode when I enter the app which is really disturbing. It is a great app whatsoever and I would still recommend it except for the bugs that has ruined the app experience for me.",3
309,2023-07-09,"Poorly maintained app, over last couple months the app seems to have had lots of glitches and problems. Used this app all the time, then it started twisting and distorting images, not posting the edited versions. Now the app isn't opening on my device. Gutted as I use it to quickly share edited photos of various days out or photoshoots",2
310,2023-07-07,"While there are great things about this app, the constant crashing and glitches cause lots of problems especially when dealing with a creator account. Creating reels within the app is a great idea but it needs a lot of work. The desktop version may even be worse.",1
311,2023-07-09,In last few days this app has been crashing due to a bug & nothing seems to work. When it crashes I get messages saying that it has a bug & to try clearing the apps cache before reopening which doesn't work or wait for the developer to develop an update to fix the app. I have uninstalled & updated the app but it still crashes so now I can't use it.,1
312,2023-07-07,"There's an issue with the app where PM's don't show up. I'll get the notification and the red number at the top of the screen, but after going to the messages screen, none of the new messages will register. Uninstalling and reinstalling the app seems to be the only way to get new messages to actually appear on the messages screen",3
313,2023-07-09,"The app on my phone is not supporting my account I cannot access my account through any of the devices that I possess. I tried doing everything that the help center suggested and still no progress. Whenever I try launching the app, it closes abruptly. This has happened on every device I have It's been 2 hours since I've been facing this issue. I'd expect some immediate and effective help.",1
314,2023-06-15,"Still full of bugs... Now the dark mode turns into white all the time, even if I reactivate it in my Samsung settings and do a restart...I guess it's the update from two days ago, an update I never saw... It makes some lines unreadable like user names too when it goes back and forth between dark and white modes without doing anything. Still can't edit my photographs when I got 10 at the same time... Sometimes there's even a white band that appears in the pic like it's out of frame... Terrible",1
315,2023-07-09,"It will not open. I've tried every solution I could come up with; I've put the app to sleep, cleared caches, checked for updates. I even uninstalled it and tried again to open the app. After I logged back in, it still wouldn't open, giving me a black screen before shutting down entirely. The only solution I have left is to wait for an update that might fix this, so I figured I'd leave a review to try to bring attention to the issue.",1
316,2023-07-25,"Previously we were able to add reels upto 30 seconds on story now it's only 15 why ???Whenever I create story using a photo from gallery it hangs. Doesn't go back at all. If I search for location and select it, that appears on the image but as soon as I search for sticker/ gif and come back the location tag immediately disappears. Edit with latest update it's crashing every 5 mins unbelievable",1
317,2023-05-16,"Riddled with bugs and glitches. You go to make a post and sometimes it'll glitch and play music in the background while you're editing, then you'll save the post to come back later and all the text you've written has disappeared. Your reels no longer have a view count, you post something then have to restart the app to see that you have indeed posted it. Idk just buggy. Maybe the iOS version is better?",3
318,2023-07-11,"Incredibly buggy app experience on Android lately lately. Chat theme changes will just switch to default after exiting the chat, and the chat box will interfere with the Android navigation buttons at the bottom. Already uninstalled reinstalled, restarted phone to no avail. Contacted support to report these but I haven't heard anything, super disappointed",1
319,2023-07-09,"So disappointed because the app ruined all my draft photos taken by the story camera. When I clicked to review my drafts, the photo was no longer the original one I took, just a totally different photo which kinda was zoomed in or unable to load. Somehow it is supposed to be display errors but I couldn't save the photo with the hope of downloading my photo I had taken in the first place",1
320,2023-07-07,"I am so disappointed. This is a huge downgrade on this app. Before, I can send pictures and videos to everyone in the messages. But now, I can't send pictures to people anymore even though I have a stable connection. It says ""Failed to send message"" even though the internet connection is strong. I kept on turning off my phone and uninstall and reinstall again, it's still not working. this must be an error so I hope you will fix it. Or I'll give one star. Please fix this real quick.",2
321,2023-07-09,"App is crashing on me last two days. Sometimes immediately after I open the app, sometimes after I scroll 2-3 photos down on the feed. It asked me to clear cache and update the app because it seems there is some kind of bug, but the problem ia still present after I've done both. I also unistalled and reinstalled the app, but did not help.",1
322,2023-07-10,"Weird bug where the app crashes on startup. I can access certain parts through notifications. May have something to do with the fyp/home screen. Update: I've narrowed down it's a post from one of my followers. It continuously crashes the app when you launch it. Update 2: Fixed for now, don't know what it was.",3
323,2023-07-18,"I'd like to suggest a feature as a user for convenience of usage of this app, firstly I'd like to appricate the new feature of being able to save the reels by personal categorization option, in addition to it, since the diversity of content is a lot, the saved posts are also very hard to go through so it'll be better if we have flexible search amongst the saved as per dates and easy scroll to it, if not the saved contents just remain in there, they don't reach to us completely due",4
324,2023-07-11,"Video calls are always glitchy, messages take forever to send and sometimes disappear from sight, emoji reactions sometimes don't work, and chat themes are constantly being removed even if you don't mess with it. It is also extremely difficult to post highlights since I can't access things from my gallery. This app honestly sucks a lot but I still use it lol",2
325,2023-07-07,"I only use this app because it lets me connect to my friends. Everything about this app is frustrating and it never properly works. First the dark mode would end up bugging everytime you did anything, and now I can't even change my profile icon without the app losing its mind. Everytime there's an update something always gets messed up. This app is genuinely the most frustrating app I've ever had.",1
326,2023-07-09,"App keeps crashing no matter what I do and only when I try and scroll through my feed. Reels work, posting seems to work both to my account and story. Everything works except scrolling through the home screen... I've tried restarting phone (galaxy a51 5g) and clearing cache but no luck. Once the app crashes once it won't stay open and will keep crashing until I clear the cache. Then it'll open and run again, but the moment I go to swipe on the home screen it crashes again and the cycle continues",1
327,2023-07-10,"I installed the new update and the next day I can't open the app at all, if immediately quits. But the issue doesn't happen if I enter through a dm notification, but if I exit the specific dm it does the same thing. It also only happens with one account, if I have a different account open and open the app with that account it's fine. I can access the fault account on the website perfectly fine.",1
328,2023-07-09,"From the past few days, I'm trying to change the filter in some specific chats but it shows that the filter had changed but after refreshing it, the old and default theme is showed as an applied theme. Getting exhausted with that type of behavior from Instagram. I'm using insta from last 6 years, never experienced this type of such behavior. Instagram please resolve this.",2
329,2023-07-09,It worked pretty well for a while but now I can't post anything on my feed or story... I've tried everything I could think of to fix it and it's really unfortunate because I have quite a few mutuals I can't really interact with anymore.. Edit: the app keeps kicking me out saying there's a bug that needs fixed..,1
330,2023-05-21,"You have this thing we're if you try to hit select in story mode and hit seperate then add text, the text you want on the first story stays on the other one that you've selected. I thought it was fine a little irritating. Then it spreaded to the posts. The pictures I don't know what happened just fix it it's annoying just fix it.",2
331,2023-05-06,"Please add the date back for posts! I liked being able to scroll back through my photos to see when they were taken. Showing the number of 'weeks ago' a photo was posted is such a pointless change. Additionally a recent posts filter on hashtags would be nice to have back, posts are so much less discoverable now since the change was made to show only the top or top recent posts. There have been too many changes to Instagram over recent years, please at least bring back these basic features.",2
332,2023-07-12,"As of recently, the themes in my chats keep changing back to default, my likes sometimes won't go through, people's posts will sometimes glitch out and just be a black screen, people's posts will have the wrong amount of slides indicated, and overall it keeps being weird and glitching out. I've considered my WiFi connection, but the Wi-Fi router just got updates by my provider and my phone is the newest Samsung model. I've even uninstalled the app so hopefully it'll work now.",2
333,2023-07-07,"The new update where you're able to add music in your note, I still haven't gotten. I've tried updating the app every single time, and it has a new update, but it won't work. I've deleted the app and re-downloaded, but still nothing. It's very frustrating, and it seems like my app hasn't changed at all every time I update it.",1
334,2023-06-15,"Buggy lately. I'll receive notifications for messages from people however when I try to view and respond to the message, nothing is there. Occasionally if i restart my phone they'll appear but this isn't guaranteed. To add a further issue. In an attempt to resolve the disappearing message problem i've logged out of the app and now i'm unable to log back in. I receive a 'Page isn't available at the moment' error'. Ateocious and devolving with every update.",1
335,2023-07-09,Never had a problem untill today. Instagram has worked flawlessly for me for years but randomly today whenever I use my main account the app crashes. I installed a older version of the app and the same thing still happens. Bug dosent seem to happen on other accounts alltough havnt fully tested. Seems to be caused by somthing on my feed but can't determine what. Edit : this issue seems to have been resolved,4
336,2023-07-18,"this app has gotten so unbearable during those past few months. here are some of the problems i go through using it : while swiping through stories, if i try to get out of it, the whole app crashes and kicks me out of it. the reaction emoji doesn't explode like before when i hold it. i use dark mode, but the app suddenly decided to turn into light mode by itself. hope this gets fixed soon, bc the app is basically very annoying to use right now when it's like this. update(july2023): all fixed!",3
337,2023-07-25,The UI of this app has been all over the place recently. One would expect a huge corporate as META to deliver atleast a finished product with minimal to no bug. Seems like quality and user experience is the last things corpos care about anymore. Edit1: now the caption on the reels disappear after uploading. What is going with this app?,1
338,2023-07-12,There are a lot of bugs seen recently in this app . The chat theme changes automatically to default with a particular person and it's needed to be changed again to put what I want. And the picture can't be sent sometimes. If these bugs can be fixed as soon as possible then it would have been better,2
339,2023-05-10,"Ads ads ads. Just about every second post in your feed is an ad. There is no control over what you see in you feed or the discover tab, there needs to be more control over personal data to clear interaction history etc to reset algorithms. No option to stop Instagram saving a copy of photos posted to it's own useless album on your device, this used to be an option.",1
340,2023-05-17,"One of the great social media platforms! It allows you to develop yourself personally or your business in the public ! It's equipped with necessary tools such as creating reels, videos, picture filters of editing, creating shops, running ads, and so on ! Rating to 4 from 5 star, as recently, it freezes a lot, and the function seems mixed up with Meta things. Instagram allows us to share the post on the FB page, but the size of pics requirement still remains different !!",4
341,2023-07-09,"My experience with the app has been fine until recently it has been crashing non stop whenever I open the app and I can't browse posts, message anyone, or post anything myself. Ive tried uninstalling and reinstalling, updating it, restart my phone, and disable and rentable the app to no success. I hope this gets fixed soon.",3
342,2023-06-14,"Least updating i can't see any reel. there is no access to reels option . when I Reinstalled.a few times, the reels button is visible only the first time on screen . When i touch it, it goes on to a blank screen, doesn't show anything. Once i close the app and reopen. the reels button is replaced to likes button. i can't scroll to see the next one. No idea what's going on. I'm still reel-less...",1
343,2023-07-07,"Really just a garbage app. I feel bad for the developers who have to work on it. I hate the constant UI changes, they're useless and frustrating. I hate how the app crashes repeatedly for no reason every once in a while. I hate the suggested posts and how you can never get rid of them, they're so redundant when there's an explore page. It's really so very bad, I hate that it's so popular.",1
344,2023-07-17,"Honestly it's a mid app over all. I have 3 accounts, one is for art, and two personal accounts, the problem is that I have Instagram notes only on 2 accounts and what makes it worse is that only one of those 2 have the new music feature for notes. I've been constantly checking for updates and it never let's me listen/add music to my notes",2
345,2023-07-08,"Too many scam ads with lots of nudity. And I didn't get a messenger update and also emojis reaction features on my Instagram yet even my application is totally updated. This is my new account which was created about 2 months ago. I did everything for example, clearing data, clearing cache, uninstalling the application and even switched into a professional account but nothing changes. Sometimes it is so annoying and frustrating without those options while chatting with friends.",2
346,2023-07-12,"Somehow if I follow links to accounts like @ohhdeerr, where an account is tagged in a post, it doesn't load the account and just keeps being stuck in an endless loading loop. When I then go to search and manually search the same account they find it in 2 seconds. But you can't always remember the spelling of the accounts you were looking for. Really annoying bug.",2
